2026-2027学年第1学期工作安排表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
新课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
职业技术教育学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CDH450501,中国经济与历史文化,4,,"冯英华,冯晓","05156,05992",",",专业选修课,双语(其他),嘉定校区,"2023(物流管理(中德班) 01904),2023(机械电子工程 51014),2023(汽车服务工程 51024),2023(建筑电气与智能化 51034)",0,1,16,冯晓(05992) 星期一9-10节 [1-16] 广楼G207 冯英华(05156) 星期二1-2节 [1-16] 广楼G207
CDH453101,汽车服务工程与诊断技术（II）,3,,孟庆雨,89518,,专业选修课,中文,嘉定校区,2023(汽车服务工程 51024),0,1,16,孟庆雨(89518) 星期三3-4节 [1-16] 诚楼C409 孟庆雨(89518) 星期五3-4节 [1-15单] 诚楼C409
CDH353801,**建筑能源经济分析,2,,Adrian Gebhard,2300094,null,专业必修课,德语,嘉定校区,2024(建筑电气与智能化 51034),0,1,2,Adrian Gebhard(2300094) 星期一5-8节 [1-2] 诚楼C409 Adrian Gebhard(2300094) 星期四5-8节 [1-2] 诚楼C409 Adrian Gebhard(2300094) 星期五5-8节 [1-2] 诚楼C409 Adrian Gebhard(2300094) 星期六3-6节 [1-2] 诚楼C409
CDH460301,机械电子项目创新设计与劳动实践,8,,"谢楠,刘晋飞","09060,14165",",",实践环节课程,英语,嘉定校区,2023(机械电子工程 51014),0,1,16,"谢楠(09060),刘晋飞(14165) 星期四1-8节 [1-16] 济事楼专业实验室"
,专业综合实验与创新、劳动实践,6,,张永明,14152,,专业选修课,英语,嘉定校区,2023(建筑电气与智能化 51034),0,1,16,张永明(14152) 星期四3-8节 [1-16] 济事楼209
CDH453201,项目开发与管理及劳动实践,8,,"顾剑峰,靳文瑞,郭为安,李东洋,Markus Schmid,孟庆雨","02090,09062,14015,24134,2500517,89518",",,,,,",专业选修课,英语,嘉定校区,2023(汽车服务工程 51024),0,1,16,"顾剑峰(02090),李东洋(24134),Markus Schmid(2500517),孟庆雨(89518) 星期四3-4节 [1-16] 济事楼专业实验室 顾剑峰(02090),郭为安(14015),李东洋(24134),Markus Schmid(2500517),孟庆雨(89518) 星期四5-6节 [1-16] 济事楼专业实验室 顾剑峰(02090),靳文瑞(09062),郭为安(14015),李东洋(24134),Markus Schmid(2500517),孟庆雨(89518) 星期四7-10节 [1-16] 济事楼专业实验室"
建筑与城市规划学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CAU000401,虚拟现实系统及应用,2,,臧伟,91664,,工程能力与创新思维,中文,四平路校区,,0,1,12,臧伟(91664) 星期四7-8节 [1-12] 文401
CAU000601,篆刻艺术,3,,刘辉,93428,,人文经典与审美素养,中文,四平路校区,,0,1,16,刘辉(93428) 星期三5-7节 [1-16] 学院专教-B楼410、412
CAU450101,旧建筑再生设计策略,2,,左琰,91129,,专业选修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城市设计(卓越班) 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(城乡规划(四) 02096),2023(建筑学(四) 02114),2023(建筑学(精英班) 09031)",0,1,16,左琰(91129) 星期三7-8节 [1-16] 北109
CAU000701,纸居艺术设计,3,,张雪伟,07074,,人文经典与审美素养,中文,四平路校区,,0,1,16,张雪伟(07074) 星期四9-11节 [1-16] 学院专教-城规学院D楼一楼陶艺室
CAU240201,城市阅读,2,,"陈泳,刘刚,黄璜,尹杰,伍江","03026,10052,21025,21071,86044","教授,,助理教授（长聘体系）,预聘副教授,教授",专业必修课,中文,四平路校区,"2025(城市设计 02003),2025(建筑学 02015),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,尹杰(21071) 星期三5-6节 [7] 文106 刘刚(10052) 星期三5-6节 [2-6 9-11 13-14] 文106 黄璜(21025) 星期三5-6节 [8] 文106 陈泳(03026) 星期三5-6节 [12] 文106 伍江(86044) 星期三5-6节 [1 15-16] 文106
CAU350101,景观游憩学,2,,"彭婉婷,吴承照","22227,97017",",",专业选修课,中文,四平路校区,"2024(城市设计 02003),2024(建筑学 02015),2024(历史建筑保护工程 02084),2024(风景园林 02094),2025(风景园林(二学位) 02016)",0,1,16,吴承照(97017) 星期一3-4节 [1-8 13-16] 北308 彭婉婷(22227) 星期一3-4节 [9-12] 北308
CAU250302,电脑应用基础,2,,王祥,21022,,专业选修课,中文,四平路校区,"2024(建筑类(复合型创新人才实验班) 02009),2025(城市设计 02003),2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,王祥(21022) 星期二1-2节 [1-16] 学院专教-D楼大机房
CAU460201,设计院实习(五年制本科),16,,黄子硕,18009,,实践环节课程,中文,四平路校区,2022(建筑学 02015),0,1,16,黄子硕(18009) 星期六1-8节 [1-16] 学院专教 黄子硕(18009) 星期日1-8节 [1-16] 学院专教
CAU340202,保护技术,2,,"张鹏,赵沫沙,卢文胜,汤众","05149,22218,91037,96501",",助理教授（长聘体系）,教授,高级工程师",专业必修课,中文,四平路校区,"2023(建筑类(复合型创新人才实验班) 02009),2024(城市设计 02003),2024(建筑学 02015),2024(历史建筑保护工程 02084),2025(建筑学(二学位) 02098)",0,1,16,汤众(96501) 星期四5-6节 [2] 北420 赵沫沙(22218) 星期四5-6节 [11] 北420 张鹏(05149) 星期四5-6节 [1-3单 4-6 8-12双 13-16] 北420 卢文胜(91037) 星期四5-6节 [7-9单] 北420
CAU330101,城市分析方法,2,,"朱玮,沈尧,晏龙旭,曹哲静,王德","10112,18093,21024,21166,98033",",副教授,,,长聘教授",专业基础课,中文,四平路校区,"2024(城市设计 02003),2024(建筑学 02015),2024(城市设计(卓越班) 02025),2024(历史建筑保护工程 02084),2024(风景园林 02094),2025(领军人才班(智能规划与再生建筑) 02014),2025(城乡规划(法学双学士学位) 02017),2025(城乡规划 02036)",0,1,16,沈尧(18093) 星期一5-6节 [11] 北420 王德(98033) 星期一5-6节 [9] 北420 晏龙旭(21024) 星期一5-6节 [12-14] 北420 朱玮(10112) 星期一5-6节 [1-8 10] 北420 曹哲静(21166) 星期一5-6节 [15-16] 北420
CAU340301,城乡规划原理（A）,2,,"赵蔚,尹杰,于一凡,田宝江","05125,21071,96016,98055",",,,",专业基础课,中文,四平路校区,"2024(建筑类(复合型创新人才实验班) 02009),2024(城市设计(卓越班) 02025),2025(城乡规划(法学双学士学位) 02017),2025(城乡规划 02036)",0,1,16,于一凡(96016) 星期五5-6节 [1-2 5-9 16] 北208 尹杰(21071) 星期五5-6节 [13-15] 北208 赵蔚(05125) 星期五5-6节 [10-12] 北208 田宝江(98055) 星期五5-6节 [3-4] 北208
CAU440101,城乡规划原理（D）,2,,"黄建中,邵甬,陈晨,颜文涛,李凌月,沈尧,周俭,彭震伟,杨贵庆,钮心毅,黄怡,卓健,王德,张尚武,耿慧志","03213,05001,15166,17022,17117,18093,87105,89045,91045,93174,96019,96030,98033,98062,99025","教授,教授,长聘教授,教授,,副教授,教授,教授,教授,教授,教授,教授,长聘教授,长聘教授,教授",专业必修课,中文,四平路校区,"2023(城市设计(卓越班) 02025),2023(城乡规划(四) 02096)",0,1,16,黄建中(03213) 星期一7-8节 [16] 北307 颜文涛(17022) 星期一7-8节 [11] 北307 周俭(87105) 星期一7-8节 [10] 北307 邵甬(05001) 星期一7-8节 [7] 北307 沈尧(18093) 星期一7-8节 [14] 北307 杨贵庆(91045) 星期一7-8节 [15] 北307 张尚武(98062) 星期一7-8节 [2] 北307 王德(98033) 星期一7-8节 [3] 北307 钮心毅(93174) 星期一7-8节 [9] 北307 卓健(96030) 星期一7-8节 [8] 北307 李凌月(17117) 星期一7-8节 [4 13] 北307 陈晨(15166) 星期一7-8节 [12] 北307 彭震伟(89045) 星期一7-8节 [1] 北307 耿慧志(99025) 星期一7-8节 [6] 北307 黄怡(96019) 星期一7-8节 [5] 北307
CAU340601,城市工程系统与综合防灾（1）,2,,"赫磊,高晓昱","16516,93176",",",专业必修课,中文,四平路校区,2024(城市设计(卓越班) 02025),0,1,16,高晓昱(93176) 星期一3-4节 [1-14] 北305 赫磊(16516) 星期一3-4节 [15-16] 北305
CAU440301,乡村规划设计,2,,"朱玮,程遥,陈晨,刘骝,晏龙旭,黄璜,唐伟成,曹湛,刘伯初,张泽,张皓,刘翔,单路,杨婷,钮心毅,高晓昱,陆希刚,刘冰,张尚武","10112,15156,15166,21013,21024,21025,21161,22026,23135,23175,24188,24197,25036,25124,93174,93176,95503,97108,98062","副教授,副教授,长聘教授,预聘副教授,预聘副教授,助理教授（长聘体系）,,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,预聘副教授,教授,讲师,副教授,教授,长聘教授",专业必修课,中文,四平路校区,"2023(城市设计(卓越班) 02025),2023(城乡规划(四) 02096),2025(城乡规划(二学位) 02099)",0,1,16,"朱玮(10112),程遥(15156),陈晨(15166),刘骝(21013),晏龙旭(21024),黄璜(21025),唐伟成(21161),曹湛(22026),刘伯初(23135),张泽(23175),张皓(24188),刘翔(24197),单路(25036),杨婷(25124),钮心毅(93174),高晓昱(93176),陆希刚(95503),刘冰(97108),张尚武(98062) 星期二1-2节 [1-16] 学院教室D310\312\301\303\305"
CAU440401,城市历史遗产保护,2,,"邵甬,杨辰,王骏","05001,13084,98088",",,",专业必修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城市设计(卓越班) 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(城乡规划(四) 02096),2023(建筑学(四) 02114),2025(城乡规划(二学位) 02099)",0,1,16,杨辰(13084) 星期四3-4节 [8-9 11-16] 南208 邵甬(05001) 星期四3-4节 [10] 南208 王骏(98088) 星期四3-4节 [1-7] 南208
CAU350301,建筑专业英语,2,,金倩,13168,,专业选修课,英语,四平路校区,"2024(建筑学 02015),2024(城市设计(卓越班) 02025),2024(历史建筑保护工程 02084)",0,1,16,金倩(13168) 星期三3-4节 [1-16] 南108
CAU350401,虚拟现实系统及应用,2,,臧伟,91664,,专业选修课,中文,四平路校区,"2023(建筑类(复合型创新人才实验班) 02009),2024(城市设计 02003),2024(建筑学 02015),2024(城市设计(卓越班) 02025),2024(历史建筑保护工程 02084),2024(风景园林 02094),2025(建筑学(二学位) 02098)",0,1,16,臧伟(91664) 星期四5-6节 [1-16] 文401
CAU450201,日光与建筑,2,,"郝洛西,吴宇杰","01122,22220",",",专业选修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(历史建筑保护工程 02084),2023(建筑学(四) 02114),2023(建筑学(精英班) 09031)",0,1,16,郝洛西(01122) 星期三5-6节 [1-9] 北107 吴宇杰(22220) 星期三5-6节 [10-16] 北107
CAU000901,绿色建筑,2,,"叶海,庄智","00010,11130",",",工程能力与创新思维,中文,四平路校区,,0,1,12,叶海(00010) 星期三9-10节 [2-3 7-9] 南205 庄智(11130) 星期三9-10节 [1 4-6 10-12] 南205
CAU330201,环境与建筑设计原理,2,,扈龑喆,10043,,专业基础课,中文,四平路校区,"2024(建筑学 02015),2024(历史建筑保护工程 02084),2024(风景园林 02094),2025(建筑学(二学位) 02098)",0,1,16,扈龑喆(10043) 星期一5-6节 [1-16] 学院专教-钟庭报告厅
CAU450301,中国当代城市规划与设计专题研讨,2,,Arie Willem Den Hartog,13866,,专业选修课,英语,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(建筑学(四) 02114),2023(建筑学(精英班) 09031),2024(城市设计(卓越班) 02025),2025(建筑学(国际班) 02002),2025(城市设计(二学位) 02005)",0,1,16,Arie Willem Den Hartog(13866) 星期五3-4节 [1-16] 南418
CAU250601,现代生命科学与人居环境,2,,陈静,11127,,专业选修课,英语,四平路校区,"2025(建筑学(国际班) 02002),2025(城市设计 02003),2025(建筑学 02015),2025(风景园林(二学位) 02016),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,陈静(11127) 星期四3-4节 [1-16] 北305
CAU330401,房屋建筑学,2,,胡向磊,05144,,专业基础课,中文,四平路校区,"2024(土木工程 03014),2024(土木工程(数学与应用数学双学士学位) 03065),2024(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",0,1,16,胡向磊(05144) 星期三7-8节 [1-16] 南410
CAU330402,房屋建筑学,2,,孟刚,94038,,专业基础课,中文,四平路校区,"2024(土木工程 03014),2024(土木工程(数学与应用数学双学士学位) 03065),2024(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",0,1,16,孟刚(94038) 星期三7-8节 [1-16] 南315
CAU330403,房屋建筑学,2,,林怡,01018,,专业基础课,中文,四平路校区,"2024(土木工程 03014),2024(土木工程(数学与应用数学双学士学位) 03065),2024(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",0,1,16,林怡(01018) 星期三7-8节 [1-16] 南312
CAU120201,文献阅读与写作,4,,"华霞虹,刘刊","07211,15141",",",专业选修课,英语,四平路校区,"2025(城市设计 02003),2025(建筑学 02015),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,华霞虹(07211) 星期五1-4节 [1-5 7 10-12 14-16] 南407 刘刊(15141) 星期五1-4节 [6-8双 9 13] 南407
CAU240301,建筑史,2,,"李浈,周鸣浩","00061,11162",",",专业必修课,中文,四平路校区,"2025(城市设计 02003),2025(建筑学 02015),2025(历史建筑保护工程 02084),2025(建筑学(精英班) 09031),2025(历史建筑保护工程(精英班) 09032)",0,1,16,周鸣浩(11162) 星期三7-8节 [9-16] 北216 李浈(00061) 星期三7-8节 [1-8] 北216
CAU230401,城市阅读（英）,2,,王一名,21021,,专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),0,1,16,王一名(21021) 星期六9-10节 [1-16] 不安排教室
CAU001301,中西艺术比较(双语),2,,胡炜,98723,,社会发展与国际视野,中英,四平路校区,,0,1,12,胡炜(98723) 星期四9-10节 [1-12] 北410
CAU350701,当代大型公共建筑综述（英）,2,,王桢栋,08037,,专业选修课,英语,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城市设计(卓越班) 02025),2023(历史建筑保护工程 02084),2023(城乡规划(四) 02096),2023(建筑学(四) 02114),2023(建筑学(精英班) 09031),2024(建筑学 02015),2024(历史建筑保护工程 02084),2025(建筑学(国际班) 02002)",0,1,16,王桢栋(08037) 星期三9-10节 [1-16] 文106
CAU001501,当代影像艺术实践与解析,2,,于幸泽,13191,,人文经典与审美素养,中文,四平路校区,,0,1,12,于幸泽(13191) 星期三7-8节 [1-12] 南210
CAU450401,数字化遗产景观（英）,1,,杨晨,15068,,专业选修课,英语,四平路校区,"2023(建筑学(国际班) 02002),2023(建筑类(复合型创新人才实验班) 02009),2023(城市设计(卓越班) 02025),2023(风景园林 02094),2023(城乡规划(四) 02096),2025(风景园林(二学位) 02016)",0,1,8,杨晨(15068) 星期一3-4节 [1-8] 北319
CAU001601,素描与写生,3,,徐油画,93502,,人文经典与审美素养,中文,四平路校区,,0,1,16,徐油画(93502) 星期三5-7节 [1-16] 学院专教-B楼四楼美术教室
CAU001801,虚拟体验与自主学习,2,,赵铭超,14111,,科学探索与生命关怀,中文,四平路校区,,0,1,12,赵铭超(14111) 星期四9-10节 [1-12] D楼小机房
CAU001902,东西方艺术史·城乡规划综合体,2,,邵陆,05047,,人文经典与审美素养,中文,嘉定校区,,0,1,12,邵陆(05047) 星期四7-8节 [1-12] 博楼B213
CAU002002,中国56民族建筑·永生地域计划,2,,邵陆,05047,,工程能力与创新思维,中文,嘉定校区,,0,1,12,邵陆(05047) 星期一7-8节 [1-12] 安楼A309
CAU130201,艺术造型（1）,3,,"吴茜,于幸泽,刘辉,徐油画","09123,13191,93428,93502",",,,",公共基础课,中文,四平路校区,"2025(建筑学(精英班) 09031),2025(历史建筑保护工程(精英班) 09032),2025(城乡规划(精英班) 09033),2025(风景园林(精英班) 09034)",0,1,16,"吴茜(09123),于幸泽(13191),刘辉(93428),徐油画(93502) 星期三1-3节 [1-16] 城规学院B楼四楼美术教室"
CAU360201,历史环境实录,2,,"张鹏,王红军","05149,09155",",",实践环节课程,中文,四平路校区,2023(历史建筑保护工程 02084),0,1,16,"张鹏(05149),王红军(09155) 星期一7-8节 [1-16] 学院专教-D302"
CAU230501,建筑设计概论,2,,"李彦伯,戚广平","14022,96032",",",专业基础课,中文,四平路校区,"2024(未来技术班(智慧空间) 09050),2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015),2025(城乡规划(法学双学士学位) 02017),2025(历史建筑保护工程 02084)",0,1,16,李彦伯(14022) 星期五3-4节 [1-8] 学院专教-B108 戚广平(96032) 星期五3-4节 [9-16] 学院专教-B108
CAU230502,建筑设计概论,2,,"陈洁,俞泳","22211,99078",",",专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),0,1,16,陈洁(22211) 星期四3-4节 [1-8] 学院专教-B108 俞泳(99078) 星期四3-4节 [9-16] 学院专教-B108
CAU130401,设计基础Ⅰ,4,,李彦伯,14022,,专业基础课,中文,四平路校区,"2025(建筑学(精英班) 09031),2025(历史建筑保护工程(精英班) 09032),2025(城乡规划(精英班) 09033)",0,1,16,李彦伯(14022) 星期四1-4节 [1-16] 学院专教
CAU230601,设计基础Ⅲ,4,,"杨峰,钱晨","10103,24118","副教授,助理教授（长聘体系）",专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015)",0,1,16,"杨峰(10103),钱晨(24118) 星期四5-8节 [1-16] 学院专教-B205"
CAU230602,设计基础Ⅲ,4,,"陈镌,戚广平","04036,96032","副教授,副教授",专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015)",0,1,16,"陈镌(04036),戚广平(96032) 星期四5-8节 [1-16] 学院专教-B207"
CAU230603,设计基础Ⅲ,4,,"赵群,孟刚","05110,94038","副教授,副教授",专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015)",0,1,16,"赵群(05110),孟刚(94038) 星期四5-8节 [1-16] 学院专教-B209"
CAU230604,设计基础Ⅲ,4,,周易知,18132,助理教授（原有体系）,专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(历史建筑保护工程 02084)",0,1,16,周易知(18132) 星期四5-8节 [1-16] 学院专教-B206
CAU230605,设计基础Ⅲ,4,,"朱宇晖,张雪伟,董笑笑","04074,07074,25067","副教授,讲师,助理教授（长聘体系）",专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(城乡规划(法学双学士学位) 02017),2025(城乡规划 02036)",0,1,16,"朱宇晖(04074),张雪伟(07074),董笑笑(25067) 星期四5-8节 [1-16] 学院专教-D415"
CAU230606,设计基础Ⅲ,4,,"周宏俊,邵钰涵,云嘉燕","13152,17124,23078","副教授,副教授,助理教授（长聘体系）",专业基础课,中文,四平路校区,"2025(领军人才班(智能规划与再生建筑) 02014),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,"周宏俊(13152),邵钰涵(17124),云嘉燕(23078) 星期四5-8节 [1-16] 学院专教-D403"
CAU230607,设计基础Ⅲ,4,,"王一名,俞泳","21021,99078","助理教授（长聘体系）,",专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),0,1,16,"王一名(21021),俞泳(99078) 星期四5-8节 [1-16] 学院专教-C203"
CAU230608,设计基础Ⅲ,4,,李彦伯,14022,副教授,专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),0,1,16,李彦伯(14022) 星期四5-8节 [1-16] 学院专教-C205
CAU230609,设计基础Ⅲ,4,,莫万莉,22217,,专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),0,1,16,莫万莉(22217) 星期四5-8节 [1-16] 学院专教-C207
CAU341101,城市道路与交通（1）,2,,汤宇卿,97127,,专业必修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑类(复合型创新人才实验班) 02009),2023(建筑学 02015),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(建筑学(四) 02114),2024(城市设计(卓越班) 02025),2025(城乡规划(法学双学士学位) 02017),2025(城乡规划 02036)",0,1,16,汤宇卿(97127) 星期四9-10节 [1-16] 南208
CAU341201,详细规划设计（1）,8,,"黄建中,赵蔚,张立,杨辰,沈尧,尹杰,戴晓晖,黄怡,王骏","03213,05125,10080,13084,18093,21071,92183,96019,98088","教授,,副教授,副教授,副教授,预聘副教授,讲师,教授,副教授",专业必修课,中文,四平路校区,2024(城市设计(卓越班) 02025),0,1,16,"黄建中(03213),赵蔚(05125),张立(10080),杨辰(13084),沈尧(18093),尹杰(21071),戴晓晖(92183),黄怡(96019),王骏(98088) 星期二1-4节 [1-16] 学院教室D409\411\407\417 黄建中(03213),赵蔚(05125),张立(10080),杨辰(13084),沈尧(18093),尹杰(21071),戴晓晖(92183),黄怡(96019),王骏(98088) 星期五1-4节 [1-16] 学院教室D409\411\407\417"
